,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8200,48011307,https://www.airbnb.com/rooms/48011307,20250319150644,2025-03-20,city scrape,"(1) Cómodo Flat con terraza, baño propio.","1 Flat type apartment furnished and ready for you to use in the form of SELF-SERVICE, it is like being at home where you can cook, store dry and cold food, where you can watch the TV that works on your PC with internet, bathing or just sitting on the terrace to rest. Noises coming from outside can be annoying. Does not INCLUDE PARKING and SUBJECT TO AVAILABILITY, PLEASE CHECK BEFORE BOOKING, No 4:20 Friendly","Located on an important avenue that in turn interconnects by the superway with Santa Fe, which is 8 kilometers away, and towards the southern periphery at the height of the CNDH or Artz Pedregal",https://a0.muscache.com/pictures/095e66ab-c41b-423c-93ba-842df9d178ed.jpg,215427458,https://www.airbnb.com/users/show/215427458,Gerardo A,2018-09-14,"Mexico City, Mexico",,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-215427458/original/01478045-5373-4d23-a52a-788c03d065dc.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-215427458/original/01478045-5373-4d23-a52a-788c03d065dc.jpeg?aki_policy=profile_x_medium,San Jerónimo Lídice,3.0,5.0,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",La Magdalena Contreras,,19.31642,-99.23562,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,4.0,"[""Portable heater"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Coffee maker: pour-over coffee"", ""Extra pillows and blankets"", ""Paid parking lot off premises"", ""Self check-in"", ""Smoke alarm"", ""Wifi"", ""Coffee"", ""Lockbox"", ""Fire extinguisher"", ""Kitchen"", ""Mosquito net"", ""Luggage dropoff allowed"", ""Hot water"", ""Iron"", ""Room-darkening shades"", ""Dining table"", ""Clothing storage: closet"", ""Private backyard \u2013 Fully fenced"", ""Paid parking on premises"", ""Safe"", ""Outdoor shower"", ""Sound system"", ""Mountain view"", ""Refrigerator"", ""Crib"", ""Freezer"", ""Private patio or balcony"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Stainless steel gas stove"", ""Blender"", ""Oven"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""20 inch TV with standard cable"", ""Essentials"", ""Bed linens"", ""First aid kit"", ""Private entrance"", ""Free dryer \u2013 In building"", ""Single level home""]",$647.00,2,90,2,2,90,90,2.0,90.0,,t,0,1,31,228,2025-03-20,46,11,1,228,8,66,42702.0,2021-11-07,2025-02-27,4.8,4.83,4.91,4.85,4.85,4.72,4.8,,f,3,2,1,0,1.12
8400,48318057,https://www.airbnb.com/rooms/48318057,20250319150644,2025-03-22,city scrape,Suite Conchita,"If you are coming to Mexico City we offer you a place to stay at this elegant boutique hotel. An emblematic space in the heart of Mexico City where you can enjoy a unique stay with absolute privacy and personalized attention, enjoying its immaculate facilities with a touch of distinction that is breathed in each of its corners.",,https://a0.muscache.com/pictures/miso/Hosting-48318057/original/91cc1392-2e01-42e2-ae2c-49401f2c2502.jpeg,389985876,https://www.airbnb.com/users/show/389985876,Antiguo Molino De San Jerónimo,2021-02-24,"Mexico City, Mexico","Si vienes a la Ciudad de México te ofrecemos un alojamiento en este elegante hotel boutique. Un espacio emblemático en el corazón de de la Ciudad de México donde podrán disfrutar de una estancia única con privacidad absoluta y atención personalizada, disfrutando de sus inmaculadas instalaciones con un toque de distinción que se respira en cada uno de sus rincones. Cada habitación es una fusión única de estilo contemporáneo colonial que ofrece lo ultimo en comodidad y relajación. Incluye desayuno a la carta elaborado por el chef de la casa. ",,,100%,f,https://a0.muscache.com/im/pictures/user/User-389985876/original/f87ce192-9dc5-4314-a197-de3e491cdfba.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-389985876/original/f87ce192-9dc5-4314-a197-de3e491cdfba.png?aki_policy=profile_x_medium,Centro Histórico de la Ciudad de México,5.0,7.0,"['email', 'phone', 'work_email']",t,t,,Cuauhtémoc,,19.42606,-99.13677,Room in boutique hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Hair dryer"", ""Hangers"", ""Microwave"", ""Cooking basics"", ""Paid washer \u2013 In building"", ""Mini fridge"", ""Extra pillows and blankets"", ""Self check-in"", ""Smoke alarm"", ""Wifi"", ""Clothing storage"", ""Fire extinguisher"", ""Kitchen"", ""Breakfast"", ""Hot water"", ""Iron"", ""Building staff"", ""Dining table"", ""Body soap"", ""TV with standard cable"", ""Safe"", ""Shampoo"", ""Shower gel"", ""Dedicated workspace"", ""Coffee maker"", ""Conditioner"", ""Dishes and silverware"", ""Essentials"", ""First aid kit"", ""Heating""]","$4,808.00",1,1125,1,1,1125,1125,1.0,1125.0,,t,5,5,5,5,2025-03-22,0,0,0,5,0,0,0.0,,,,,,,,,,,t,5,0,5,0,
8600,49111112,https://www.airbnb.com/rooms/49111112,20250319150644,2025-03-20,previous scrape,Mágico departamento en Ciudad de México,"“The apartment is in a NEW Luxury building and has all the necessary equipment: Alta Vel Internet., Equipped kitchen, Washer, Dryer and a TV for streaming, with 1 queen bed, 1 queen bed, 1 sofa bed. The building has amenities such as POOL, GYM, sport bar, SPORT BAR, event room, EVENT room, CHILDREN's LOUNGE, children's AREAS (playroom and outdoor games),and dog park. It is located in a VERY SAFE neighborhood and very close to Plaza Carzo. The building has 24-hour SECURITY.","For lovers of exercise, our option is ideal for them since the complex has A POOL, OUTDOOR WALKING TRACK and GYM.<br /><br />For those who like culture, the apartment is very close to Chaputltepec where there are several important museums in the city, as well as Plaza Carzo and Museo Sumaya , in addition to Paseo de la Reforma where there are several monuments (Angel de la Independencia, La DIana Cazadora).<br /><br />For those who are 100% touristy, the turibus takes you to different important points of CDMX   (downtown)  . Exits are all day long.<br /><br />Restaurants like Burger King, Dominos Pizza, Cesars Pizza, McDonalds , as well as many taquerias , cafes, fondas, and nightlife spots are very close.",https://a0.muscache.com/pictures/90c1f3ac-7bd7-487a-8804-47808c2df7f4.jpg,379888343,https://www.airbnb.com/users/show/379888343,Marymar,2020-12-12,"Mexico City, Mexico",Hola Soy Marymar y me encanta viajar,within an hour,98%,100%,f,https://a0.muscache.com/im/pictures/user/83569d0e-35fc-469f-a74b-876e2c01fdd2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/83569d0e-35fc-469f-a74b-876e2c01fdd2.jpg?aki_policy=profile_x_medium,,23.0,25.0,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,,19.44115,-99.18394,Entire rental unit,Entire home/apt,6,,2 baths,2.0,,"[""Cooking basics"", ""Free parking on premises"", ""Pets allowed"", ""Wifi"", ""Kitchen"", ""Outdoor furniture"", ""Hot water"", ""Patio or balcony"", ""Iron"", ""Garden view"", ""Body soap"", ""City skyline view"", ""Shampoo"", ""Washer"", ""Refrigerator"", ""Outdoor dining area"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Bed linens"", ""TV"", ""Shared pool""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2025-03-20,20,0,0,0,0,0,,2021-07-27,2023-07-05,4.7,4.75,4.45,4.75,4.8,4.85,4.6,,t,22,22,0,0,0.45
8800,50007629,https://www.airbnb.com/rooms/50007629,20250319150644,2025-03-20,previous scrape,Habitacion con dos camas,"The rooms at the San Diego Hotel are spacious and modern and have free wifi and satellite TV. Its location is perfect for discovering Mexico City. Also within walking distance are many restaurants, shops, and historical sights, such as the Metropolitan Cathedral.",,https://a0.muscache.com/pictures/9824e9b9-8726-4eba-8f35-fa2105421912.jpg,398799955,https://www.airbnb.com/users/show/398799955,Luis,2021-04-26,,,within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/User-398799955/original/8c18dbae-4d28-450a-9c57-a8069eb9b910.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-398799955/original/8c18dbae-4d28-450a-9c57-a8069eb9b910.jpeg?aki_policy=profile_x_medium,Colonia Centro,2.0,10.0,"['email', 'phone']",t,t,,Cuauhtémoc,,19.42824,-99.14685,Room in hotel,Private room,4,,1 shared bath,1.0,,"[""Wifi"", ""Elevator"", ""Self check-in"", ""Hangers"", ""Hair dryer"", ""Free parking on premises"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Private entrance"", ""TV"", ""Dedicated workspace"", ""Iron"", ""Building staff"", ""Exterior security cameras on property""]",,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,355,2025-03-20,175,16,0,277,19,96,,2021-10-03,2025-02-16,4.64,4.75,4.8,4.85,4.73,4.77,4.62,,t,2,0,2,0,4.15
9000,50813378,https://www.airbnb.com/rooms/50813378,20250319150644,2025-03-22,city scrape,"Cozy, sunny and perfectly located room (B)","Beautiful 1924 house in the heart of Mexico City, the house is very quiet, full of light and original details of the time, it has all the wave of Mexico City, decorated by my wife Vera and I, it has a rooftop, living room, equipped kitchen, workspace and internet. Very close to the Historic Center, Bosque de Chapultepec, Reforma, Roma and Condesa. Great for vacations or long term stays.","The Colonia San Rafael is one of the oldest colonies in the city is perfectly located, still retains a lot of local soul and  has many interesting places to visit; a few blocks from the Angel of Independence, the Eco Museum, the Kiosko Morisco, restaurants, cafes and galleries.",https://a0.muscache.com/pictures/fcbb7885-afb7-4f1a-b4eb-60b49b56757f.jpg,113907960,https://www.airbnb.com/users/show/113907960,Diego Aguirre,2017-01-29,"Guadalajara, Mexico","Hi I'm Diego!
Graphic designer, creative and also I do sound related projects. Very patient, I like to solve issues. 
-----
Hola soy Diego!
Diseñador gráfico, creativo, me dedico a proyectos que tienen que ver con audio también. Muy paciente y me gusta solucionar cosas.",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/a9bfb56c-b3e5-4876-8b2d-f443f71ee0e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a9bfb56c-b3e5-4876-8b2d-f443f71ee0e4.jpg?aki_policy=profile_x_medium,,2.0,4.0,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,,19.43623,-99.16345,Private room in rental unit,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Wifi"", ""Free washer \u2013 In unit"", ""Hangers"", ""Cooking basics"", ""Private living room"", ""Kitchen"", ""Long term stays allowed"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Extra pillows and blankets"", ""First aid kit"", ""Private entrance"", ""Dedicated workspace"", ""Iron""]",$450.00,2,60,2,2,1125,1125,2.0,1125.0,,t,2,30,52,141,2025-03-22,22,19,0,141,16,114,51300.0,2021-08-04,2025-02-03,4.86,4.91,4.86,5.0,4.95,4.77,4.77,,f,2,0,2,0,0.5
9200,51207609,https://www.airbnb.com/rooms/51207609,20250319150644,2025-03-21,city scrape,Tributo mexicano,"Enjoy a stylish experience in this centrally located, comfortable and with an unbeatable view of the sunrise in the city have access to a wide range of services such as banks, restaurants, and entertainment venues.<br />Feel safe by parking your car inside the property with 24-hour surveillance. <br />5 minutes from the CDMX Arena,<br />10 minutes from the soumaya museum <br />10 minutes from Inbursa Aquarium <br />10 minutes of reform <br />20 minutes to the historic center.<br />etc etc","Excellent apartment with an excellent location.<br />Near:<br />AIRPORT,POLANCO,REFORM,SAND CDMX, SKIRTING BOARD.<br />Excellent option to visit Mexico City, the apartment is located in a colorful neighborhood full of gastronomic offer with excellent communication to means of transport such as subway lines and trucks.<br />If you are a sports lover you can visit the bicentennial park that is 5 minutes away and where you can play almost any sport or simply take a walk around the lake and enjoy a snack.<br />If your thing is to enjoy the gastronomy, a few steps from one of the most famous pozzoleria in the city with more than 50 years old. <br />On the other hand, if you come to enjoy a concert, the CDMX Arena is 10 minutes away and will be a great success for your stay.",https://a0.muscache.com/pictures/5d8ea82d-c26d-4ed0-b1d1-05d268f6112b.jpg,100259867,https://www.airbnb.com/users/show/100259867,Jorge,2016-10-18,"Mexico City, Mexico","Hola. El hospedaje es para un or de tías mías.
Personas grandes de edad.",within an hour,98%,100%,t,https://a0.muscache.com/im/pictures/user/ea82d1ac-c383-4577-aa64-b3d0d9b35a63.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ea82d1ac-c383-4577-aa64-b3d0d9b35a63.jpg?aki_policy=profile_x_medium,Torre colibrí ,7.0,7.0,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Azcapotzalco,,19.46806,-99.17638,Entire vacation home,Entire home/apt,3,1.5,1.5 baths,1.0,2.0,"[""Wine glasses"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Hangers"", ""Microwave"", ""Cooking basics"", ""Free parking on premises"", ""Pets allowed"", ""Children\u2019s dinnerware"", ""Extra pillows and blankets"", ""Self check-in"", ""Dishwasher"", ""Wifi"", ""Toaster"", ""Coffee"", ""Lockbox"", ""Fire extinguisher"", ""Kitchen"", ""Exercise equipment"", ""Hot water"", ""Iron"", ""Dining table"", ""Zara home  body soap"", ""Clothing storage: closet"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""City skyline view"", ""Backyard"", ""Shampoo"", ""Shower gel"", ""Sound system with Bluetooth and aux"", ""Refrigerator"", ""Coffee maker: Nespresso"", ""Private patio or balcony"", ""Outdoor dining area"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""HDTV with standard cable, Netflix"", ""Blender"", ""Oven"", ""Children's playroom"", ""Dishes and silverware"", ""Essentials"", ""Bed linens"", ""Barbecue utensils"", ""Smoking allowed"", ""BBQ grill"", ""First aid kit"", ""Noise decibel monitors on property""]","$1,171.00",1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,231,2025-03-21,176,45,0,152,48,255,298605.0,2021-11-03,2025-01-27,4.95,4.95,4.91,4.93,4.93,4.82,4.87,,t,6,6,0,0,4.28
9400,51890687,https://www.airbnb.com/rooms/51890687,20250319150644,2025-03-21,city scrape,Solo para quien guste de un lindo amanecer,,,https://a0.muscache.com/pictures/4a53b843-df11-4f63-8f53-fbcdcb883c65.jpg,288553524,https://www.airbnb.com/users/show/288553524,Lalo,2019-08-24,"Mexico City, Mexico",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/19172e07-f924-4220-b241-484c29c67d60.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19172e07-f924-4220-b241-484c29c67d60.jpg?aki_policy=profile_x_medium,,8.0,8.0,"['email', 'phone']",t,t,,Tlalpan,,19.28349,-99.18889,Private room in casa particular,Private room,2,2.0,2 shared baths,0.0,2.0,"[""Wifi"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Cooking basics"", ""Body soap"", ""Kitchen"", ""Carbon monoxide alarm"", ""Shampoo"", ""Smoking allowed"", ""Hot water"", ""Self check-in"", ""Dedicated workspace"", ""Smoke alarm"", ""Building staff"", ""Exterior security cameras on property""]",$221.00,1,365,1,1,1125,1125,1.0,1125.0,,t,0,19,49,324,2025-03-21,24,5,0,245,7,30,6630.0,2021-10-17,2024-10-13,4.79,4.88,4.83,4.88,4.92,4.75,4.92,,t,8,0,8,0,0.58
9600,52438191,https://www.airbnb.com/rooms/52438191,20250319150644,2025-03-19,city scrape,Character Loft in 1920s Cultural Heritage Bldg,"Enjoy your stay in this 19th Century award winning historic building in trendy Juarez (Calle Havre). There’s a bakery and a restaurant on the first floor, and  you’ll be within walking distance from hip restaurants, museums, shops and tourist attractions. It’s three blocks away from Paseo de la Reforma and 1 block away from Insurgentes.<br /><br />Best works by Archdaily, 2015<br />Winner, Quito Biennal, 2014<br />1st Place, Archmarathon festival in Milan, Italy.<br />Architects: Francisco Pardo & Julio Amezcua","Built as an aristocratic enclave of 19th-century mansions, Juárez today is an en vogue area. This centrally located neighborhood has become one of the capital’s most dynamic areas with bars, galleries, restaurants and cultural offerings.",https://a0.muscache.com/pictures/9fa69700-2ab3-4d67-a3b8-d3960b2f03e5.jpg,10616477,https://www.airbnb.com/users/show/10616477,Rosario,2013-12-14,"Monterrey, Mexico",,within an hour,100%,100%,t,https://a0.muscache.com/im/users/10616477/profile_pic/1387036226/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10616477/profile_pic/1387036226/original.jpg?aki_policy=profile_x_medium,Chapultepec Morales,2.0,3.0,"['email', 'phone']",t,t,"Juárez, Ciudad de México, Mexico",Cuauhtémoc,,19.42626,-99.16146,Entire loft,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Hangers"", ""Cooking basics"", ""Teka electric stove"", ""Free washer \u2013 In building"", ""Self check-in"", ""Dishwasher"", ""Clothing storage"", ""Toaster"", ""Kitchen"", ""Hot water"", ""Building staff"", ""Dining table"", ""Shampoo"", ""Shower gel"", ""Refrigerator"", ""Freezer"", ""Private patio or balcony"", ""Dedicated workspace"", ""Oven"", ""Conditioner"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Essentials"", ""Bed linens"", ""Fast wifi \u2013 103 Mbps"", ""Free dryer \u2013 In building"", ""HDTV with Amazon Prime Video, Netflix""]","$2,250.00",1,1125,1,1,1125,1125,1.0,1125.0,,t,8,37,63,338,2025-03-19,128,41,5,261,42,246,553500.0,2021-10-28,2025-03-17,4.97,4.98,4.95,4.97,4.99,5.0,4.93,,t,1,1,0,0,3.1
9800,53070218,https://www.airbnb.com/rooms/53070218,20250319150644,2025-03-21,city scrape,downtown Location!(Breakfast Included) WiFi 2bed,"Excellent option, having two double beds in the room is perfect to comfortably accommodate four people. This arrangement allows all occupants to have their own space to rest. If you need more details about the room or any other aspect of your stay, please don't hesitate to tell me. I am here to help you!",,https://a0.muscache.com/pictures/613e199d-25be-445b-a4a4-a626207a8eca.jpg,348231433,https://www.airbnb.com/users/show/348231433,Downtown Treasure Place,2020-05-31,"Mexico City, Mexico",Busco el mejor servicio y atención posible,within an hour,98%,98%,t,https://a0.muscache.com/im/pictures/user/0ad1245b-cdc1-48ae-85a6-9946c18f2028.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0ad1245b-cdc1-48ae-85a6-9946c18f2028.jpg?aki_policy=profile_x_medium,,11.0,11.0,"['email', 'phone', 'work_email']",t,t,,Cuauhtémoc,,19.45176,-99.14489,Private room in serviced apartment,Private room,4,8.0,8 shared baths,1.0,2.0,"[""Ping pong table"", ""Hair dryer"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""Breakfast"", ""190 inch HDTV with Netflix"", ""Hot water"", ""Patio or balcony"", ""Iron"", ""Room-darkening shades"", ""Body soap"", ""Backyard"", ""Shampoo"", ""Shower gel"", ""Dedicated workspace"", ""Coffee maker"", ""Dishes and silverware"", ""Essentials"", ""Bed linens"", ""First aid kit"", ""Private entrance"", ""Heating""]",$975.00,1,365,1,1,365,365,1.0,365.0,,t,29,58,88,363,2025-03-21,27,4,0,284,4,24,23400.0,2021-11-06,2024-11-16,4.81,4.78,4.78,4.96,4.78,4.81,4.81,,t,11,4,7,0,0.66
10000,53295458,https://www.airbnb.com/rooms/53295458,20250319150644,2025-03-21,city scrape,South Cdmx Apartment  San Angel  3Br 3Bd 3.5 bath,"The apartment is located in San Angel and is 30 minutes walking from Coyoacan. The neighborhood a very nice area in Mexico City.<br />The apartment has to bedrooms, the master bedroom has a kingsize bed with a full bathroom and a walking closet, the secundary bedroom with a doble bed with another full bathroom with closet.<br />The apartment has: WIFI, designer kitchen equipped with everything and an extra minifridge, 24 hour security, three parking places, a big livingroom with great view.","Located south of Mexico City, this Magic Quarter will conquer you with its ancient (and beautiful) mansions - full of stories and legends -, interesting museums and the best settings for lunch or dinner.<br />The neighborhood also has the best malls like Artz and perisur and City parks like Vivero de Coyoacan and the Batan",https://a0.muscache.com/pictures/ddc72bac-79f8-453b-818c-6a201a658f36.jpg,150488846,https://www.airbnb.com/users/show/150488846,Salvador Cristian,2017-09-13,"Mexico City, Mexico",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/56e34002-7af9-4e39-9c4e-6e8854c0cffb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/56e34002-7af9-4e39-9c4e-6e8854c0cffb.jpg?aki_policy=profile_x_medium,Tizapán San Ángel,2.0,2.0,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,,19.33876,-99.1956,Entire serviced apartment,Entire home/apt,6,3.5,3.5 baths,3.0,3.0,"[""106 inch HDTV with Netflix, Roku"", ""Hair dryer"", ""Hangers"", ""Sony Bluetooth sound system"", ""Microwave"", ""Cooking basics"", ""Mini fridge"", ""Extra pillows and blankets"", ""Host greets you"", ""Wifi"", ""Elevator"", ""Toaster"", ""Coffee"", ""Fire extinguisher"", ""Kitchen"", ""Window guards"", ""Luggage dropoff allowed"", ""Hot water"", ""Mabe gas stove"", ""Iron"", ""Room-darkening shades"", ""Dining table"", ""Cleaning products"", ""Free street parking"", ""Body soap"", ""Ethernet connection"", ""City skyline view"", ""Shampoo"", ""Shower gel"", ""Freezer"", ""Bathtub"", ""Dedicated workspace"", ""Laundromat nearby"", ""Blender"", ""Coffee maker"", ""Drying rack for clothing"", ""Free carport on premises \u2013 1 space"", ""Long term stays allowed"", ""Clothing storage: walk-in closet"", ""Dishes and silverware"", ""Essentials"", ""Bed linens"", ""Barbecue utensils"", ""Lg inverter refrigerator"", ""Private entrance"", ""Single level home""]","$1,234.00",5,60,5,5,1125,1125,5.0,1125.0,,t,0,30,60,60,2025-03-21,6,4,0,60,3,40,49360.0,2023-08-29,2025-01-04,4.33,4.33,4.17,4.33,4.33,4.33,4.33,,f,1,1,0,0,0.32
